"Movie","ReleaseDate","ProductionBudget","DomesticGross","WorldwideGross","Distributor","Genre","Rating"
"The Illusionist","08/18/2006","$16,500,000","$39,868,642","$83,792,062","Yari Film Group Rel…","Drama","PG-13"
"Becoming Jane","08/03/2007","$16,500,000","$18,663,911","$39,380,876","Miramax","Romantic Comedy","PG"
"House of Sand and Fog","12/19/2003","$16,500,000","$13,005,485","$16,157,923","Dreamworks SKG","Drama","R"
"Sydney White","09/21/2007","$16,500,000","$11,892,415","$13,636,339","Universal","Comedy","PG-13"
"Dead Poets Society","06/02/1989","$16,400,000","$95,860,116","$239,500,000","Walt Disney","Drama","PG"
"Dumb & Dumber","12/16/1994","$16,000,000","$127,175,374","$246,400,000","New Line","Comedy","PG-13"
"When Harry Met Sally…","07/14/1989","$16,000,000","$92,823,546","$92,961,960","Columbia","Romantic Comedy","R"
"Road Trip","05/19/2000","$16,000,000","$68,525,609","$119,739,110","Dreamworks SKG","Comedy","R"
"The Verdict","12/08/1982","$16,000,000","$53,977,250","$53,977,250","20th Century Fox","Drama","R"
"Varsity Blues","01/15/1999","$16,000,000","$52,894,169","$54,294,169","Paramount Pictures","Drama","R"
"Moonrise Kingdom","05/25/2012","$16,000,000","$45,512,466","$68,582,095","Focus Features","Drama","PG-13"
"The Artist","11/25/2011","$16,000,000","$44,667,095","$128,256,712","Weinstein Co.","Drama","PG-13"
"The Unborn","01/09/2009","$16,000,000","$42,670,410","$78,208,812","Universal","Horror","PG-13"
"The Master of Disguise","08/02/2002","$16,000,000","$40,363,530","$40,363,530","Sony Pictures","Adventure","PG"
"The Texas Chainsaw Massacre: The Beginning","10/06/2006","$16,000,000","$39,517,763","$50,517,763","New Line","Horror","R"
"El Laberinto del Fauno","12/29/2006","$16,000,000","$37,634,615","$87,041,569","Picturehouse","Horror","R"
"The Roommate","02/04/2011","$16,000,000","$37,300,107","$52,545,707","Sony Pictures","Thriller/Suspense","PG-13"
"The Messengers","02/02/2007","$16,000,000","$35,374,833","$53,774,833","Sony Pictures","Horror","PG-13"
"See Spot Run","03/02/2001","$16,000,000","$33,357,476","$43,057,552","Warner Bros.","Adventure","PG"
"Double Impact","08/09/1991","$16,000,000","$29,090,445","$29,090,445","Sony Pictures","Action","R"
"Baby Boy","06/27/2001","$16,000,000","$28,734,552","$28,734,552","Sony Pictures","Drama","R"
"Joe Dirt","04/11/2001","$16,000,000","$27,087,695","$30,987,695","Sony Pictures","Comedy","PG-13"
"The Women","09/12/2008","$16,000,000","$26,902,075","$50,103,808","Picturehouse","Comedy","PG-13"
"Hot Fuzz","04/20/2007","$16,000,000","$23,618,786","$81,742,618","Focus Features","Comedy","R"
"Vicky Cristina Barcelona","08/15/2008","$16,000,000","$23,216,709","$104,504,817","MGM","Comedy","PG-13"
"Boys and Girls","06/16/2000","$16,000,000","$21,799,652","$21,799,652","Miramax","Romantic Comedy","PG-13"
"Léon","11/18/1994","$16,000,000","$19,284,974","$45,284,974","Sony Pictures","Thriller/Suspense","R"
"Remember Me","03/12/2010","$16,000,000","$19,068,240","$56,506,120","Summit Entertainment","Drama","PG-13"
"White Oleander","10/11/2002","$16,000,000","$16,357,770","$21,657,770","Warner Bros.","Drama","PG-13"
"Jennifer's Body","09/18/2009","$16,000,000","$16,204,793","$31,943,401","20th Century Fox","Thriller/Suspense","R"
"Drowning Mona","03/03/2000","$16,000,000","$15,427,192","$15,980,376","Destination Films","Comedy","PG-13"
"How to Deal","07/18/2003","$16,000,000","$14,108,518","$14,108,518","New Line","Drama","PG-13"
"Left Behind","10/03/2014","$16,000,000","$14,019,924","$20,769,209","Freestyle Releasing","Thriller/Suspense","PG-13"
"Soul Plane","05/28/2004","$16,000,000","$13,922,211","$14,553,807","MGM","Comedy","R"
"My Stepmother Is an Alien","12/09/1988","$16,000,000","$13,854,000","$13,854,000","Sony Pictures","Comedy","PG-13"
"People Like Us","06/29/2012","$16,000,000","$12,431,792","$12,519,804","Walt Disney","Drama","PG-13"
"The Thirteenth Floor","05/28/1999","$16,000,000","$11,810,854","$11,810,854","Sony Pictures","Thriller/Suspense","R"
"The Cookout","09/03/2004","$16,000,000","$11,540,112","$11,540,112","Lionsgate","Comedy","PG-13"
"Highlander","03/07/1986","$16,000,000","$5,900,000","$12,900,000","20th Century Fox","Action","R"
"Bleed for This","11/18/2016","$16,000,000","$5,083,906","$6,248,077","Open Road","Drama","R"
"Hollywood Ending","05/03/2002","$16,000,000","$4,839,383","$14,839,383","Dreamworks SKG","Romantic Comedy","PG-13"
"Duets","09/15/2000","$16,000,000","$4,734,235","$6,615,452","Walt Disney","Drama","R"
"Detroit Rock City","08/13/1999","$16,000,000","$4,217,115","$5,825,314","New Line","Comedy","R"
"Things We Lost in the Fire","10/19/2007","$16,000,000","$3,287,315","$8,120,148","Paramount Pictures","Drama","R"
"The Homesman","11/14/2014","$16,000,000","$2,429,989","$3,442,853","Roadside Attractions","Western","R"
"Trance","04/05/2013","$16,000,000","$2,322,593","$22,594,052","Fox Searchlight","Thriller/Suspense","R"
"The Immigrant","05/16/2014","$16,000,000","$2,013,456","$7,585,011","RADiUS-TWC","Drama","R"
"Steel","08/15/1997","$16,000,000","$1,686,429","$1,686,429","Warner Bros.","Action","PG-13"
"The White Countess","12/21/2005","$16,000,000","$1,669,971","$2,814,566","Sony Pictures Classics","Drama","PG-13"
"Men, Women and Children","10/01/2014","$16,000,000","$705,908","$1,705,908","Paramount Pictures","Comedy","R"
"Enter the Void","09/24/2010","$16,000,000","$337,997","$1,467,278","IFC Films","Drama","NR"
"Good","12/31/2008","$16,000,000","$31,631","$31,631","ThinkFilm","Drama","R"
"Vamps","11/02/2012","$16,000,000","$3,361","$94,812","Anchor Bay Entertai…","Romantic Comedy","PG-13"
"Juwanna Mann","06/21/2002","$15,600,000","$13,571,817","$13,771,817","Warner Bros.","Comedy","PG-13"
"La Môme","06/08/2007","$15,500,000","$10,299,782","$88,611,837","Picturehouse","Drama","PG-13"
"Ararat","11/15/2002","$15,500,000","$1,693,000","$1,693,000","Miramax","Drama","R"
"Slow Burn","04/13/2007","$15,500,000","$1,237,615","$1,237,615","Lionsgate","Thriller/Suspense","R"
"Madison","04/22/2005","$15,500,000","$517,262","$517,262","MGM","Drama","PG"
"The Yellow Handkerchief","02/26/2010","$15,500,000","$318,623","$318,623","Samuel Goldwyn Films","Drama","PG-13"
"Wasabi","09/27/2002","$15,300,000","$81,525","$7,000,000","Sony Pictures","","R"
"Slither","03/31/2006","$15,250,000","$7,802,450","$12,930,343","Universal","Horror","R"
"Home Alone","11/16/1990","$15,000,000","$285,761,243","$476,684,675","20th Century Fox","Comedy","PG"
"Beverly Hills Cop","12/05/1984","$15,000,000","$234,760,478","$316,300,000","Paramount Pictures","Action","R"
"Top Gun","05/16/1986","$15,000,000","$179,800,601","$356,800,601","Paramount Pictures","Action","PG"
"Tootsie","12/17/1982","$15,000,000","$177,200,000","$177,200,000","Sony Pictures","Comedy","PG"
"3 Men and a Baby","11/25/1987","$15,000,000","$167,780,960","$167,780,960","Walt Disney","Comedy","PG"
"The King’s Speech","11/26/2010","$15,000,000","$138,797,449","$430,821,168","Weinstein Co.","Drama","R"
"American Beauty","09/15/1999","$15,000,000","$130,058,047","$356,258,047","Dreamworks SKG","Drama","R"
"Crouching Tiger, Hidden Dragon","12/08/2000","$15,000,000","$128,067,808","$213,514,672","Sony Pictures Classics","Action","PG-13"
"Twins","12/09/1988","$15,000,000","$111,936,388","$216,600,000","Universal","Comedy","PG"
"Scream","12/20/1996","$15,000,000","$103,046,663","$173,046,663","Miramax","Horror","R"
"Annabelle: Creation","08/11/2017","$15,000,000","$102,092,201","$305,492,201","Warner Bros.","Horror","R"
"Jackass Presents: Bad Grandpa","10/25/2013","$15,000,000","$102,003,019","$160,903,019","Paramount Pictures","Comedy","R"
"Heaven Can Wait","06/28/1978","$15,000,000","$98,800,000","$98,800,000","Paramount Pictures","Comedy","PG"
"The Color Purple","12/18/1985","$15,000,000","$93,589,701","$93,589,701","Warner Bros.","Drama","PG-13"
"The Imitation Game","11/28/2014","$15,000,000","$91,125,143","$227,773,686","Weinstein Co.","Drama","PG-13"
"Beetlejuice","03/30/1988","$15,000,000","$73,326,666","$73,326,666","Warner Bros.","Comedy","PG"
"Ben-Hur","11/18/1959","$15,000,000","$73,000,000","$73,000,000","MGM","Adventure","G"
"Mama","01/18/2013","$15,000,000","$71,628,180","$148,095,566","Universal","Horror","PG-13"
"Private Benjamin","10/10/1980","$15,000,000","$69,847,348","$69,847,348","Warner Bros.","Comedy","R"
"Coal Miner's Daughter","03/07/1980","$15,000,000","$67,182,787","$67,182,787","Universal","Drama","PG"
"Lethal Weapon","03/06/1987","$15,000,000","$65,192,350","$120,192,350","Warner Bros.","Action","R"
"Diary of a Wimpy Kid","03/19/2010","$15,000,000","$64,003,625","$76,954,311","20th Century Fox","Adventure","PG"
"National Lampoon’s Vacation","07/29/1983","$15,000,000","$61,400,000","$61,400,000","Warner Bros.","Comedy","R"
"Halloween","08/31/2007","$15,000,000","$58,269,151","$77,514,401","MGM","Horror","R"
"The Queen","09/30/2006","$15,000,000","$56,441,711","$128,885,873","Miramax","Drama","PG-13"
"Why Did I Get Married?","10/12/2007","$15,000,000","$55,204,525","$55,934,178","Lionsgate","Romantic Comedy","PG-13"
"The Woman in Black","02/03/2012","$15,000,000","$54,333,290","$128,955,898","CBS Films","Thriller/Suspense","PG-13"
"Little Women","12/21/1994","$15,000,000","$50,003,303","$50,003,303","Sony Pictures","Drama","PG"
"The Deer Hunter","01/01/1979","$15,000,000","$50,000,000","$50,000,000","Universal","Drama","R"
"When a Stranger Calls","02/03/2006","$15,000,000","$47,860,214","$67,215,435","Sony Pictures","Horror","PG-13"
"Big Fat Liar","02/08/2002","$15,000,000","$47,811,275","$52,461,017","Universal","Adventure","PG"
"Cop Land","08/15/1997","$15,000,000","$44,906,632","$63,706,632","Miramax","Drama","R"
"Wag the Dog","12/25/1997","$15,000,000","$43,057,470","$64,252,038","New Line","Drama","R"
"Snitch","02/22/2013","$15,000,000","$42,930,462","$57,907,734","Lionsgate","Thriller/Suspense","PG-13"
"The Lizzie McGuire Movie","05/02/2003","$15,000,000","$42,734,455","$55,534,455","Walt Disney","Adventure","PG"
"Krampus","12/04/2015","$15,000,000","$42,725,475","$61,788,393","Universal","Black Comedy","PG-13"
"End of Watch","09/21/2012","$15,000,000","$41,003,371","$57,586,606","Open Road","Thriller/Suspense","R"
"The Faculty","12/25/1998","$15,000,000","$40,283,321","$40,283,321","Miramax","Horror","R"
"What's Love Got to Do With It","06/09/1993","$15,000,000","$39,100,956","$39,100,956","Walt Disney","Drama","R"
"Not Another Teen Movie","12/14/2001","$15,000,000","$37,882,551","$62,401,343","Sony Pictures","Comedy","R"
"Wild","12/03/2014","$15,000,000","$37,880,356","$52,501,541","Fox Searchlight","Drama","R"
"Lawrence of Arabia","12/16/1962","$15,000,000","$37,495,385","$69,995,385","Sony Pictures","Adventure","PG"
"The Theory of Everything","11/07/2014","$15,000,000","$35,893,537","$123,327,692","Focus Features","Drama","PG-13"
"Drive","09/16/2011","$15,000,000","$35,060,689","$78,054,825","FilmDistrict","Action","R"
"The Skulls","03/31/2000","$15,000,000","$35,007,180","$35,007,180","Universal","Thriller/Suspense","PG-13"
"Malibu's Most Wanted","04/18/2003","$15,000,000","$34,308,901","$34,499,204","Warner Bros.","Comedy","PG-13"
"All About Steve","09/04/2009","$15,000,000","$33,862,903","$40,127,259","20th Century Fox","Romantic Comedy","PG-13"
"Where the Heart Is","04/28/2000","$15,000,000","$33,771,174","$40,862,054","20th Century Fox","Drama","PG-13"
"Halloween 2","08/28/2009","$15,000,000","$33,392,973","$38,512,850","Weinstein/Dimension","Horror","R"
"The Last House on the Left","03/13/2009","$15,000,000","$32,752,215","$46,526,243","Universal","Horror","R"
"Because of Winn-Dixie","02/18/2005","$15,000,000","$32,647,042","$33,508,485","20th Century Fox","Comedy","PG"
"The Wedding Date","02/04/2005","$15,000,000","$31,726,995","$47,175,038","Universal","Romantic Comedy","PG-13"
"The Princess Bride","09/25/1987","$15,000,000","$30,857,000","$30,858,487","20th Century Fox","Adventure","PG"
"Halloween: Resurrection","07/12/2002","$15,000,000","$30,259,652","$37,659,652","Miramax/Dimension","Horror","R"
"The Great Debaters","12/25/2007","$15,000,000","$30,226,144","$30,261,293","Weinstein Co.","Drama","PG-13"
"When the Game Stands Tall","08/22/2014","$15,000,000","$30,127,963","$30,138,912","Sony Pictures","Drama","PG"
"Confessions of a Teenage Drama Queen","02/20/2004","$15,000,000","$29,331,068","$33,118,854","Walt Disney","Comedy","PG"
"The Object of my Affection","04/17/1998","$15,000,000","$29,145,924","$29,145,924","20th Century Fox","Romantic Comedy","R"
"28 Weeks Later","05/11/2007","$15,000,000","$28,638,916","$64,232,714","20th Century Fox","Horror","R"
"Grosse Pointe Blank","04/11/1997","$15,000,000","$28,084,357","$31,070,412","Walt Disney","Black Comedy","R"
"Love and Basketball","04/21/2000","$15,000,000","$27,441,122","$27,709,625","New Line","Drama","PG-13"
"Home Again","09/08/2017","$15,000,000","$27,020,284","$37,337,061","Open Road","Romantic Comedy","PG-13"
"Book of Shadows: Blair Witch 2","10/27/2000","$15,000,000","$26,421,314","$47,721,314","Artisan","Horror","R"
"Boogie Nights","10/10/1997","$15,000,000","$26,410,771","$43,111,725","New Line","Drama","R"
"Ramona and Beezus","07/23/2010","$15,000,000","$26,167,002","$27,469,621","20th Century Fox","Adventure","G"
"The November Man","08/27/2014","$15,000,000","$25,018,119","$34,820,335","Relativity","Thriller/Suspense","R"
"The Craft","05/03/1996","$15,000,000","$24,769,466","$55,669,466","Sony Pictures","Thriller/Suspense","R"
"Match Point","12/28/2005","$15,000,000","$23,089,926","$87,973,835","Dreamworks SKG","Thriller/Suspense","R"
"The Remains of the Day","11/05/1993","$15,000,000","$22,954,968","$63,954,968","Sony Pictures","Drama","PG"
"Nowhere to Run","01/15/1993","$15,000,000","$22,189,039","$52,189,039","Sony Pictures","Action","R"
"Urban Legends: Final Cut","09/22/2000","$15,000,000","$21,468,807","$38,574,362","Sony Pictures","Horror","R"
"The Place Beyond the Pines","03/29/2013","$15,000,000","$21,403,519","$47,011,449","Focus Features","Drama","R"
"Flicka","10/20/2006","$15,000,000","$21,000,147","$21,896,367","20th Century Fox","Drama","PG"
"The Hills Have Eyes II","03/23/2007","$15,000,000","$20,804,166","$37,466,538","20th Century Fox","Horror","R"
"Keanu","04/29/2016","$15,000,000","$20,591,853","$20,688,141","Warner Bros.","Comedy","R"
"Country Strong","12/22/2010","$15,000,000","$20,218,921","$20,601,987","Sony Pictures","Drama","PG-13"
"Tuck Everlasting","10/11/2002","$15,000,000","$19,161,999","$19,344,615","Walt Disney","Drama","PG"
"The Marine","10/13/2006","$15,000,000","$18,844,784","$22,165,608","20th Century Fox","Action","PG-13"
"Disturbing Behavior","07/24/1998","$15,000,000","$17,507,368","$19,014,238","MGM","Thriller/Suspense","R"
"The Big Lebowski","03/06/1998","$15,000,000","$17,498,804","$46,189,568","Gramercy","Comedy","R"
"A Most Wanted Man","07/25/2014","$15,000,000","$17,237,855","$36,068,890","Roadside Attractions","Thriller/Suspense","R"
"The Hurt Locker","06/26/2009","$15,000,000","$17,017,811","$49,894,223","Summit Entertainment","Drama","R"
"Eye of the Beholder","01/28/2000","$15,000,000","$16,500,786","$18,260,865","Destination Films","Thriller/Suspense","R"
"The Man with the Iron Fists","11/02/2012","$15,000,000","$15,634,090","$22,018,988","Universal","Action","R"
"Killing Them Softly","11/30/2012","$15,000,000","$14,945,541","$39,238,443","Weinstein Co.","Thriller/Suspense","R"
"Freddy Got Fingered","04/20/2001","$15,000,000","$14,249,005","$14,249,005","20th Century Fox","Comedy","R"
"One Day","08/19/2011","$15,000,000","$13,843,771","$59,168,692","Focus Features","Drama","PG-13"
"De-Lovely","06/25/2004","$15,000,000","$13,337,299","$18,524,496","MGM","Drama","PG-13"
"Whip It","10/02/2009","$15,000,000","$13,043,363","$18,856,151","Fox Searchlight","Comedy","PG-13"
"The Pirates Who Don't Do Anything: A VeggieTales Movie","01/11/2008","$15,000,000","$12,981,269","$13,248,444","Universal","Adventure","G"
"U2 3D","01/23/2008","$15,000,000","$12,898,847","$26,170,402","National Geographic…","Concert/Performance","G"
"Highlander: Endgame","09/01/2000","$15,000,000","$12,801,190","$12,801,190","Miramax/Dimension","Action","R"
"The Founder","01/20/2017","$15,000,000","$12,786,243","$18,301,418","Weinstein Co.","Drama","PG-13"
"Idlewild","08/25/2006","$15,000,000","$12,669,914","$12,669,914","Universal","Musical","R"
"Confidence","04/25/2003","$15,000,000","$12,212,417","$12,212,417","Lionsgate","Drama","R"
"Knockaround Guys","10/11/2002","$15,000,000","$11,660,180","$12,419,700","New Line","Drama","R"
"The Muse","08/27/1999","$15,000,000","$11,614,954","$11,614,954","October Films","Comedy","PG-13"
"Barney's Great Adventure","04/03/1998","$15,000,000","$11,156,471","$11,156,471","Polygram","Adventure","G"
"New York Stories","03/01/1989","$15,000,000","$10,763,469","$10,763,469","Walt Disney","Drama","PG"
"Home Fries","11/25/1998","$15,000,000","$10,513,979","$10,513,979","Warner Bros.","Black Comedy","PG-13"
"Here on Earth","03/24/2000","$15,000,000","$10,494,147","$10,845,127","20th Century Fox","Drama","PG-13"
"Raise Your Voice","10/08/2004","$15,000,000","$10,411,980","$14,811,980","New Line","Drama","PG"
"Brazil","12/18/1985","$15,000,000","$9,929,135","$9,932,146","Universal","Black Comedy","R"
"The Dark Half","04/23/1993","$15,000,000","$9,579,068","$9,579,068","Orion Pictures","Horror","R"
"Black Snake Moan","03/02/2007","$15,000,000","$9,396,870","$10,951,153","Paramount Vantage","Drama","R"
"Dark Blue","02/21/2003","$15,000,000","$9,237,470","$12,262,065","MGM","Drama","R"
"Peeples","05/10/2013","$15,000,000","$9,177,065","$9,307,166","Lionsgate","Romantic Comedy","PG-13"
"A Mighty Heart","06/22/2007","$15,000,000","$9,176,787","$19,153,568","Paramount Vantage","Drama","R"
